page_title,revision_id,prediction,probability_B,probability_C,probability_FA,probability_GA,probability_Start,probability_Stub
"Palmdale, California",1180194462,GA,0.21548187977922323,0.06584457661151719,0.1209827272963914,0.5781106868075896,0.014299449984722603,0.005280679520556061
"Palo Alto, California",1179290519,GA,0.2624524429087829,0.04173479826153846,0.19914430442169345,0.48140305304243713,0.011071793434988176,0.004193607930559951
"Palos Verdes Estates, California",1174496172,C,0.29182922903236896,0.5599681838320568,0.03787719369331277,0.09917041676199846,0.00804905536597518,0.0031059213142878438
"Paradise, California",1170185067,C,0.4129930081656443,0.43898597230842107,0.042320930369392495,0.09270833977123903,0.009520377418135583,0.0034713719671675405
"Paramount, California",1179744139,C,0.1800350851959652,0.7213923132272407,0.027788673655972873,0.04067140923213024,0.026850176341242368,0.0032623423474487105
"Parlier, California",1177987266,C,0.21232145181693832,0.44208942285615876,0.01003766612138119,0.26111991906821874,0.06937441805855052,0.005057122078752449
"Pasadena, California",1179425172,B,0.5824691291019569,0.17914447384043117,0.07210297560344668,0.15222208724797734,0.010435860404019748,0.0036254738021681914
"Paso Robles, California",1179873272,C,0.41933946659730864,0.4783258146536165,0.05198281257846951,0.03876983742061719,0.008514895934026693,0.003067172815961435
"Patterson, California",1179525315,GA,0.20396740529296575,0.28550242725754865,0.027814517966064718,0.453525463911507,0.024720877058374155,0.004469308513539898
"Perris, California",1180047183,GA,0.17608612455200523,0.24988652485735574,0.06999367353041226,0.48164802102571486,0.01780162642765886,0.004584029606852896
"Petaluma, California",1179467696,B,0.45469296569302803,0.43758006406011163,0.03169367372840977,0.06475480954826039,0.008612273641713266,0.0026662133284769247
"Pico Rivera, California",1179957057,C,0.36887151234224697,0.5035663254385349,0.02104822359658763,0.0950743318707028,0.008450215127644623,0.0029893916242829444
"Piedmont, California",1179589108,B,0.37229971497326414,0.259521824048961,0.0882418258351549,0.2594811826484494,0.015448724978831931,0.005006727515338822
"Pinole, California",1167466374,C,0.21966334963062414,0.6873110591280476,0.013323717133149204,0.056185146193659635,0.020114782258644187,0.003401945655875138
"Pismo Beach, California",1178582443,C,0.24948450210386625,0.6541240981145974,0.034172201189967034,0.048767951326419104,0.009963985817756742,0.003487261447393466
"Pittsburg, California",1179389638,GA,0.2791825006054863,0.192650670896673,0.14206745370885918,0.366317356729801,0.014358394852497146,0.005423623206683412
"Placentia, California",1164733004,GA,0.13646070043417521,0.05090570821635384,0.22568299536312694,0.5719105823031606,0.010832715779643414,0.004207297903539962
"Placerville, California",1177244343,C,0.36750613605731347,0.37670043366794603,0.04619962706708676,0.18618549948502663,0.01896057849748318,0.0044477252251440115
"Pleasant Hill, California",1179394732,C,0.20764205092430793,0.5075527777093843,0.04409207130508244,0.21400988900443083,0.02205724082967493,0.00464597022711936
"Pleasanton, California",1178410788,B,0.46407581535660725,0.3293870739314518,0.03599591835480435,0.15398534640008837,0.012308976935669392,0.004246869021378911
"Plymouth, California",1174071256,GA,0.1755671716075209,0.27897995620799393,0.009640462555908853,0.4812644110908781,0.05008842354236937,0.0044595749953288
"Point Arena, California",1172121555,GA,0.10197922177137438,0.09721770121825894,0.14975924564440066,0.6345681238403007,0.01274481392267575,0.0037308936029895753
"Pomona, California",1179757255,B,0.444848572323509,0.4036094457770745,0.029304961708573454,0.10686957710849619,0.011838779997561586,0.0035286630847851286
"Port Hueneme, California",1177515849,GA,0.13999144526840002,0.08532016295390887,0.1764809414166838,0.5818828521170057,0.01183314275819497,0.004491455485806584
"Porterville, California",1179902483,C,0.2699732484207522,0.6970573383921688,0.010293735806736221,0.013403203871262504,0.007462186094396069,0.001810287414684407
"Portola, California",1171724568,GA,0.14520003551186797,0.21098226558526992,0.02439461928246891,0.5888730455549088,0.026231206397546582,0.004318827667937817
"Portola Valley, California",1166018135,B,0.4726187542689026,0.20105913098628936,0.07697220776053842,0.22864466092074495,0.015669316554882462,0.005035929508642169
"Poway, California",1180204261,C,0.35158977685868525,0.5690035445672073,0.016907377099822936,0.05053946808110737,0.009388368912784923,0.0025714644803922636
"Rancho Cordova, California",1172456740,C,0.3334236459529107,0.5935393359856751,0.030187408938667823,0.027798394945149473,0.01212716133093426,0.002924052846662785
"Rancho Cucamonga, California",1180172471,C,0.31336360522468115,0.5332564114060655,0.04612248997407905,0.09192351654864986,0.01187440444583126,0.0034595724006930293
"Rancho Mirage, California",1171220794,FA,0.24441643649122122,0.0699619421484605,0.46578506171823947,0.20800964384939,0.0086137834034171,0.003213132389271765
"Rancho Palos Verdes, California",1179744116,GA,0.2003241608993747,0.21293317950018897,0.12544903497790325,0.4398365399902142,0.01627613032277107,0.005180954309547878
"Rancho Santa Margarita, California",1174688927,GA,0.2489253906557047,0.316507901721182,0.04594366906280915,0.35617928855584263,0.027516365023796903,0.004927384980664987
"Red Bluff, California",1179295929,C,0.1884457688968333,0.7488247601236734,0.016150158047487196,0.028106644968145616,0.015498660146347739,0.002974007817512782
"Redding, California",1180331214,C,0.18887439176271464,0.7781686851294134,0.008798275791438525,0.014319788524176312,0.008152821564356452,0.0016860372279005737
"Redlands, California",1179213529,B,0.5478495013576876,0.257928989531815,0.04865817508133494,0.13186430371088814,0.010131792853044096,0.0035672374652300862
"Redondo Beach, California",1179441897,C,0.37683481121337187,0.4613519253415494,0.03939654665439568,0.1108405649540996,0.008399549808991939,0.0031766020275914805
"Redwood City, California",1180012128,C,0.3586758622250594,0.5688904823001418,0.019805407149108594,0.04302076054961487,0.007160340262882417,0.00244714751319291
"Reedley, California",1179829055,C,0.24215781549240853,0.3556036948327541,0.02752502615231915,0.35246295157896773,0.018163118477090574,0.0040873934664601265
"Rialto, California",1179744152,C,0.3429735983047825,0.5172864186292406,0.04467776140478235,0.0816037241667469,0.010162270160630251,0.0032962273338172005
"Richmond, California",1179455190,B,0.48962678523633835,0.0730252863010807,0.06050772073302191,0.36294194450718326,0.010130280077233376,0.0037679831451427393
"Ridgecrest, California",1178725149,C,0.3019979846622732,0.631251661289654,0.01374675769140302,0.04272685454837105,0.007834848684198944,0.002441893124099666
"Rio Dell, California",1153228707,C,0.2679732720225138,0.6100634973887438,0.03710505956335878,0.06426013489158001,0.016640982255997906,0.003957053877805676
"Rio Vista, California",1177509560,GA,0.17221000161170574,0.2912436546993234,0.02195938762785375,0.48681272995800456,0.023553161118859023,0.004221064984253678
"Ripon, California",1167293850,C,0.2020527536321104,0.47684513802899214,0.01323882042801154,0.10376249442028924,0.19802987831203228,0.0060709151785645395
"Riverbank, California",1165899844,C,0.20453352931274038,0.7022067529620221,0.008340786225590875,0.02472710868634781,0.05711020107822208,0.003081621735076724
"Riverside, California",1179022910,C,0.427962533632347,0.46573667164980886,0.02800502641579535,0.06736273579399374,0.008104184544644883,0.0028288479634102624
"Rocklin, California",1166853429,C,0.3512510352379225,0.527953402323173,0.04822666559697842,0.056603606837494214,0.012078570618218876,0.0038867193862128667
"Rohnert Park, California",1159321931,GA,0.1908646283349963,0.21614982488079662,0.11450102311222336,0.461306758786098,0.012556730792697045,0.004621034093188744
"Rolling Hills, California",1169413892,GA,0.15908114822932562,0.29077638915895887,0.04782359942980221,0.4797034163865572,0.018398922285670496,0.0042165245096856315
"Rolling Hills Estates, California",1165900127,GA,0.18296438591145026,0.3772788844005587,0.027680586956853097,0.38657800095218864,0.02106248769468768,0.004435654084261448
"Rosemead, California",1178063599,B,0.5222985062319376,0.28445107712243933,0.03670961604647816,0.1420464601825892,0.010696555790969267,0.003797784625586287
"Roseville, California",1177449008,C,0.3657048993293583,0.5314965303498724,0.01738845690590793,0.07474543174405268,0.008023637669087999,0.0026410440017206644
"Ross, California",1177396644,GA,0.19629049893660627,0.3123534701172305,0.016557876902577425,0.4408527855120875,0.02945564758271388,0.004489720948784261
"Sacramento, California",1180289248,B,0.6310978829334026,0.08212677923220492,0.0760047596938502,0.2001724104237559,0.007754633743713804,0.002843533973072562
"St. Helena, California",1174578038,B,0.3984472903349527,0.3690551062851227,0.07323463399342175,0.13831737528799307,0.015587641486710794,0.005357952611798928
"Salinas, California",1178592467,C,0.35288140067589024,0.5519489279158861,0.018022535560782697,0.06752221120071439,0.007002768911957529,0.0026221557347691406
"San Anselmo, California",1179353003,GA,0.1622471876961341,0.13920126217198797,0.24835650886020907,0.43450070605088315,0.011303601719966794,0.0043907335008190945
"San Bernardino, California",1180338330,B,0.44903703228016467,0.36876520413396796,0.06196968548918221,0.10618742302814903,0.01031569347103442,0.003724961597501722
"San Bruno, California",1176590131,B,0.4446334129470437,0.19561988653923404,0.10845990848034388,0.23191286244650675,0.014291472699194643,0.005082456887677011
"San Carlos, California",1177552263,C,0.43889210192727063,0.4565574776426004,0.02854221458432086,0.06442773049178707,0.008770948843318893,0.0028095265107020402
"San Clemente, California",1179683514,B,0.4048018554092476,0.2564458444252199,0.09099831814369118,0.22991815807752236,0.01313736074449043,0.004698463199828612
San Diego,1180379604,GA,0.32049065369452334,0.05004348236014035,0.12534512883139323,0.49022986024161636,0.010147589051582103,0.0037432858207446223
"San Dimas, California",1177626538,GA,0.17244203831561822,0.12975541618749986,0.11028891758318109,0.5704030366280498,0.012516904930536957,0.004593686355113878
"San Fernando, California",1178846004,B,0.45107735736769006,0.4437532203714585,0.026776705035503397,0.06627682467179394,0.00883379576662143,0.003282096786932628
San Francisco,1180315260,B,0.5465494858307111,0.09497703268997512,0.12348555081057541,0.22601104702683864,0.006496976624540017,0.0024799070173597533
"San Gabriel, California",1168873802,GA,0.1855971489207258,0.1652513624074039,0.05782787155218308,0.5734119967373801,0.01339066935208597,0.0045209510302211976
"San Jacinto, California",1170540067,C,0.2878751624039057,0.6089894088902895,0.03683880781434519,0.05191727543015509,0.011079206838376779,0.0033001386229275674
"San Joaquin, California",1165900740,GA,0.1838331309680606,0.33821252949841885,0.012324701672024475,0.40467041347280747,0.056410659226882064,0.004548565161806566
"San Jose, California",1180362080,B,0.6923038257141247,0.11244230541927731,0.05179630425579751,0.1321982121717629,0.00825902301249445,0.0030003294265430035
"San Juan Bautista, California",1176439090,C,0.31611927632949044,0.5234501509434257,0.03344658417552273,0.09376903050024007,0.028403691485597293,0.004811266565723857
"San Juan Capistrano, California",1178589472,B,0.4361235910847031,0.430394176259392,0.029768368472415527,0.08950802205160076,0.010782708462981893,0.003423133668906459
"San Leandro, California",1169446350,C,0.2818014914439798,0.6135832394900745,0.02192335350884768,0.0733062695210947,0.00684316769495156,0.002542478341051693
"San Luis Obispo, California",1179437843,B,0.5640682574939723,0.29743828231400393,0.046358646153508536,0.08075279800443737,0.008344886519519267,0.0030371295145586027
"San Marcos, California",1178782434,C,0.30325549390546797,0.6437077480969899,0.011258840168787294,0.023446385186454304,0.015864975834982885,0.0024665568073175236
"San Marino, California",1180118515,C,0.38592749642928187,0.45262712796199783,0.04309596785765469,0.10676472436396663,0.008427774740662699,0.0031569086464362838
"San Mateo, California",1178282600,C,0.3624510925556261,0.4844482833412126,0.04172392791586241,0.09753700761277884,0.010293375810464122,0.003546312764055919
"San Pablo, California",1174241400,C,0.23418877307305244,0.344896160908557,0.04374701901231975,0.34008403860464775,0.031820209243581234,0.005263799157841737
"San Rafael, California",1171227998,GA,0.30493313394119165,0.18302872047703975,0.09903662410779478,0.39646260965216074,0.012017532864632297,0.004521378957180812
"San Ramon, California",1177660739,C,0.3312497722520805,0.46510585403706317,0.029852838099705223,0.16113659232809213,0.009366617258005304,0.0032883260250535493
"Sand City, California",1165900775,GA,0.13479691243295935,0.18041371948976373,0.008920700711605849,0.6414314782612497,0.0310647499385097,0.0033724391659115927
"Sanger, California",1166697610,C,0.3351325374125865,0.5200223186921661,0.022559644953095623,0.08852410079123832,0.028603682042976548,0.005157716107937107
"Santa Ana, California",1179548193,B,0.5315063146407394,0.23720570455840456,0.04967846677905333,0.16794194072647553,0.009960046579492763,0.003707526715834361
"Santa Barbara, California",1179648667,B,0.655029215980817,0.1613198664501658,0.06438988933466373,0.10865797077516683,0.007718933499107588,0.002884123960079233
"Santa Clara, California",1180011366,C,0.2750708590092151,0.636516438813862,0.014811397889044923,0.05852722800107693,0.012375684340930409,0.002698391945870541
"Santa Clarita, California",1179434925,GA,0.17085980869705067,0.03910711155949077,0.3273319530828163,0.44793631305498055,0.010704527112778611,0.0040602864928830865
"Santa Cruz, California",1178331657,B,0.418527808799807,0.1446868658648535,0.12481761768834235,0.29392835703705633,0.013260751286213502,0.00477859932372736
"Santa Fe Springs, California",1169563523,GA,0.19944823889563768,0.2535640301476751,0.03992666510618129,0.4872506527141336,0.015958111339517786,0.003852301796854752
"Santa Maria, California",1180260000,C,0.31573465758586666,0.6070247869063857,0.02641091384197456,0.04104053792690414,0.007370493402617165,0.002418610336251924
"Santa Monica, California",1179980098,B,0.5669037400763189,0.1236454628260259,0.05714522889288434,0.23955381284331823,0.009306192456251696,0.003445562905200886
"Santa Paula, California",1174773228,GA,0.14592361977306448,0.05539931400037598,0.14665614974408747,0.6348141341629463,0.012441359301902238,0.004765423017623496
"Santa Rosa, California",1175611431,GA,0.3015469449523298,0.07796979000856583,0.12785230069380182,0.47414473033580223,0.013576344872395812,0.004909889137104403
"Santee, California",1180050515,C,0.24106787835600324,0.689046743018546,0.01362989627083441,0.037719399119695914,0.015533656117973589,0.0030024271169469116
"Saratoga, California",1176675880,GA,0.2416034850844205,0.18583834011787878,0.08510667881682152,0.46580370858852294,0.016461490574106466,0.005186296818249607
"Sausalito, California",1178744240,B,0.6987378504350197,0.18156553217153093,0.037669782589393616,0.07270329171747353,0.006800122961646831,0.002523420124935186
"Scotts Valley, California",1169057850,B,0.39812588722980474,0.36961703272232094,0.06879784289271684,0.14627971493168307,0.013021222906772649,0.004158299316701611
"Seal Beach, California",1177289221,GA,0.20269734033848932,0.08362032840766358,0.19128582788637602,0.5045764086747453,0.012949089737284366,0.004871004955441518
"Seaside, California",1173673839,GA,0.1543429997452922,0.17332705924990482,0.09786693592356858,0.5559220498140445,0.01403378845680795,0.004507166810382055
"Sebastopol, California",1180369397,C,0.44121573446406304,0.47029310422536147,0.022755214697653302,0.05040790062902671,0.012153819082313834,0.0031742269015816085
"Selma, California",1172708011,C,0.22437135465643937,0.3757240488439507,0.036726917569599615,0.3322290392687993,0.02615493532642182,0.004793704334789328
"Shafter, California",1179425053,GA,0.3024059153654469,0.2912088922725017,0.06361124213001759,0.3195374482852807,0.01869603665636951,0.004540465290383643
"Shasta Lake, California",1177581479,C,0.2602773145410804,0.5325138530697503,0.022459565448560995,0.08557192625772815,0.09324587901139227,0.00593146167148779
"Sierra Madre, California",1178437314,B,0.4956266857932285,0.21426100119877964,0.10506785749646161,0.16573845952481628,0.014389112130143792,0.004916883856570364
"Signal Hill, California",1179807593,C,0.351419277166681,0.3654828153714751,0.04159989399822525,0.21166901969931107,0.024893907667610963,0.004935086096696517
"Simi Valley, California",1178480840,B,0.5956907073593561,0.09266923599388124,0.1485499967143215,0.15117954309521742,0.008675547001516596,0.003234969835707102
"Solana Beach, California",1171548125,C,0.2245123758901073,0.7142486136606595,0.010383357083656283,0.032778906738575274,0.01542960971124647,0.00264713691575536
"Soledad, California",1159520767,GA,0.28751707452099,0.20988890621658948,0.056221283747469375,0.424238094520041,0.018004118546805996,0.004130522448104018
"Solvang, California",1180272920,GA,0.36570788015787176,0.07325340155620909,0.11501986348721024,0.42434052928417165,0.016119543638825083,0.0055587818757120815
"Sonoma, California",1180149234,GA,0.1997045678896459,0.13055212245598227,0.09365467226223231,0.5602432629085565,0.01137791196986972,0.004467462513713449
"Sonora, California",1180034602,GA,0.18527975189288223,0.21528890004619244,0.0626043587547252,0.5138446685415108,0.01842383830430843,0.004558482460380947
"South El Monte, California",1165902176,C,0.22923021506477093,0.5015937511241398,0.01336769202058794,0.19943618676469327,0.05197288008836729,0.004399274937440708
"South Gate, California",1178415270,C,0.26143997869614743,0.6527201738765269,0.018838452515772246,0.05623824284911064,0.008208661934764432,0.0025544901276784407
"South Lake Tahoe, California",1173199821,GA,0.13703368866481538,0.22100838414481852,0.11292298614056877,0.5082241210490607,0.016474210283073977,0.004336609717662624
"South Pasadena, California",1179561526,C,0.32846330812460206,0.6158592709100913,0.013592750404326339,0.034148227046855925,0.005985162114388395,0.001951281399736032
"South San Francisco, California",1167974900,B,0.5255655330868415,0.30752234873105233,0.05817815756969101,0.09675048287068186,0.00878784313230187,0.003195634609431367
"Stanton, California",1176035320,GA,0.23690831613153596,0.16296927532254885,0.0786866900287937,0.501529668685594,0.014803692523912825,0.005102357307614653
"Stockton, California",1180110339,B,0.5284907926309721,0.269043666061046,0.0400886198226555,0.1484362907562172,0.01038803025155411,0.0035526004775550332
"Suisun City, California",1160930607,C,0.22780622064682962,0.47310772462156686,0.016677985142542623,0.23363373988468703,0.0443858179429183,0.004388511761455381
"Sunnyvale, California",1177483839,GA,0.12909637448105624,0.04574039318887098,0.13025443259047262,0.67919676808853,0.011586545380020947,0.004125486271049094
"Susanville, California",1168066197,C,0.3991087771355608,0.4665266244152683,0.046990034205194695,0.07199369660586048,0.011139366179586616,0.00424150145852896
"Sutter Creek, California",1165903515,GA,0.2011883911428175,0.23953546956490118,0.027402971400985687,0.5093718859520853,0.018329410647108402,0.004171871292102053
"Taft, California",1174189424,B,0.3525561687050341,0.2919666806499235,0.0801392267559771,0.25228962686774564,0.017739089532059295,0.005309207489260357
"Tehachapi, California",1178720570,B,0.476416200545442,0.28314597608773706,0.07063495416027701,0.15285168131994611,0.012801695975223813,0.004149491911374208
"Tehama, California",1174025930,C,0.2410583981834415,0.486202878238767,0.021364095068322844,0.15515589454814102,0.08942583717930079,0.006792896782026913
"Temecula, California",1180323828,B,0.4478898810528859,0.3373698343967687,0.03991386371066911,0.15942167136230906,0.011420006635769055,0.003984742841598194
"Temple City, California",1172342553,GA,0.15419507255781295,0.09362480845859916,0.13590097180270486,0.5993957960983127,0.01227179906618781,0.004611552016382497
"Thousand Oaks, California",1179101101,B,0.5730155405547132,0.10300327962328264,0.10690579407546112,0.20431232786824227,0.009458929374945135,0.00330412850335564
"Tiburon, California",1167755170,GA,0.16406174733770718,0.06062955489751599,0.32379335568803624,0.43489935878455255,0.012068535704153689,0.004547447588034308
"Torrance, California",1179153620,B,0.4927574477154635,0.32767971582027694,0.033616846262191205,0.13472129624061377,0.008199049226846047,0.0030256447346087264
"Tracy, California",1178799447,B,0.3399275760309511,0.3203993285400448,0.07624363898736133,0.22861071761211454,0.028997531367837906,0.005821207461690393
"Trinidad, California",1156479833,GA,0.16074435047647484,0.3827361178600919,0.03966767234472545,0.39498793626475426,0.017683091553236118,0.0041808315007172605
"Truckee, California",1170881862,GA,0.26224685802789977,0.13602916056879974,0.1939082084361893,0.39155654621376634,0.011834264405349286,0.004424962347995518
"Tulare, California",1179732803,C,0.41110681746084204,0.49491282539730025,0.0174537263469563,0.06632880255402232,0.007598909900482908,0.0025989183403963357
"Tulelake, California",1166697562,C,0.2023918707810377,0.6954576420429731,0.01317853530481485,0.0474186009023584,0.03826074180924515,0.003292609159570719
"Turlock, California",1173281224,C,0.3518127470184487,0.45137136084613166,0.05300212917049855,0.12941329737163396,0.010598620069561885,0.003801845523725315
"Tustin, California",1177243023,C,0.15869188484805363,0.7996377736256886,0.010617148768579146,0.01823436869729328,0.010752373561527794,0.0020664504988574385
"Twentynine Palms, California",1178720677,C,0.2384935145835663,0.6599491088582801,0.022432045127775104,0.06537406671095985,0.01075422247790837,0.002997042241510165
"Ukiah, California",1177372643,B,0.5172854688840377,0.23600105091746607,0.050797637638762945,0.1788132143661682,0.012890469279944696,0.004212158913620482
"Union City, California",1178335236,GA,0.2737011760472783,0.20082343316399182,0.037544658771238866,0.4668914012660268,0.01629286731454807,0.0047464634369160895
"Upland, California",1174482036,GA,0.2382338800759643,0.06948735504944954,0.1731144856566728,0.49961635556229494,0.014301896319525869,0.005246027336092538
"Vacaville, California",1180156818,B,0.5612290868921355,0.28806886518396313,0.03546431428203639,0.10249509990116804,0.009357677429561215,0.003384956311135951
"Vallejo, California",1177456016,C,0.2990020201112959,0.5985579228371065,0.029696068703342293,0.06276388091173325,0.0074368481678560696,0.0025432592686659436
"Ventura, California",1177513757,B,0.40160175657917124,0.2748814244340971,0.05633334631969422,0.2525550000847068,0.010827861677186192,0.0038006109051445212
"Vernon, California",1177358355,B,0.42818949762662784,0.38773332844260233,0.08821389693786828,0.0792937295901405,0.012957899457559166,0.0036116479452018052
"Victorville, California",1178720768,B,0.47598176111685436,0.3169006169302714,0.05386551102677929,0.13784994836105044,0.011160272332982417,0.004241890232062149
"Villa Park, California",1178759365,C,0.3071732640278847,0.45205299807721006,0.06699592138071296,0.15337938496827558,0.015623630987702997,0.004774800558213776
"Visalia, California",1177456170,GA,0.20949309114536713,0.09941732796601269,0.06443428748539246,0.609243361554526,0.012735261815242444,0.004676670033459476
"Vista, California",1177931836,B,0.35914038628770567,0.27458525503615533,0.06591659626231909,0.28246890078184006,0.013243369482195236,0.004645492149784609
"Walnut, California",1178078838,B,0.33311757611503623,0.31569244066501595,0.04853064291519491,0.2876839383626431,0.010991337662663138,0.003984064279446679
"Walnut Creek, California",1173353040,GA,0.2945753705061157,0.22596162714122336,0.1260535127690182,0.3309871080549978,0.017250680962010396,0.005171700566634855
"Wasco, California",1157295632,GA,0.21466110849623107,0.30717355391571044,0.04013885328671212,0.414425436232331,0.019268896577125078,0.004332151491890433
"Waterford, California",1174461950,C,0.20597491683175542,0.7058842396697236,0.012908414109813799,0.028783708868009458,0.042807338090821205,0.0036413824298766923
"Watsonville, California",1177388529,C,0.42930174187609615,0.4430351491807408,0.035968861323364285,0.07856565582408771,0.009552980362761636,0.003575611432949389
"Weed, California",1170129363,C,0.40843754163506,0.5040192857916189,0.02387585118599939,0.0535428814243541,0.007355648943994595,0.0027687910189730714
"West Covina, California",1178883405,C,0.3153386350832147,0.3768188748267967,0.053337381351537434,0.2347760441571119,0.015221424225230021,0.004507640356109273
"West Hollywood, California",1174287352,B,0.3913957446284865,0.18230995258761568,0.08071762933485442,0.32761558306396665,0.01316932555041783,0.004791764834659025
"West Sacramento, California",1178415491,GA,0.2681882922245434,0.14744629978589818,0.13749822572263787,0.42873237389571406,0.013299645764875124,0.0048351626063314656
"Westlake Village, California",1176266129,B,0.3570907397370001,0.3383733466580356,0.09868725892249681,0.18671073506072386,0.014305983250269296,0.0048319363714745475
"Westminster, California",1176208121,C,0.2301593805485901,0.674849147383629,0.024155970405970888,0.05567010515355315,0.011707642691160702,0.003457753817096241
"Westmorland, California",1165907293,C,0.17619269484010952,0.7005812642496089,0.009064395530617901,0.07713421557440177,0.033291931209810485,0.0037354985954514484
"Wheatland, California",1165907393,C,0.20558546526289534,0.5678917449799746,0.01126742847995141,0.1487082345897944,0.061906121358889336,0.004641005328494862
"Whittier, California",1177442626,B,0.4010837209634978,0.11305368443830137,0.10946873128893102,0.3601377107599294,0.01192341720422697,0.004332735345113676
"Wildomar, California",1180001634,GA,0.20757145322534598,0.27577148714672817,0.07512106134474683,0.420770076058637,0.01607292765083577,0.004692994573706326
"Williams, California",1165907685,C,0.2063839125184329,0.4745805107725814,0.014051836120834963,0.1923171270972804,0.1066551357352437,0.006011477755626567
"Willits, California",1153510428,C,0.3792485488591279,0.39060339966089697,0.08298065374289326,0.12869197620458953,0.01403108251572237,0.004444339016770064
"Willows, California",1156692173,GA,0.16646290664922286,0.335802681118045,0.01687374981099084,0.4360569658474651,0.0409038553273764,0.0038998412468995913
"Windsor, California",1177247770,C,0.4570750542868429,0.4690443192809516,0.01883541348888165,0.0427195197834041,0.009461352370093325,0.002864340789826287
"Winters, California",1176180903,C,0.2014210106367131,0.3780049489086632,0.03183848536095454,0.35749522794045835,0.026511480893811463,0.004728846259399259
"Woodlake, California",1165908350,C,0.15906471734932867,0.4050766059461294,0.007579788874498596,0.11622430969662809,0.30654948909732566,0.005505089036089695
"Woodland, California",1178601233,B,0.46385618332995393,0.45723999865908493,0.020421118096281898,0.049352668801097205,0.006676583217796308,0.0024534478957859043
"Woodside, California",1179295878,C,0.19966065658381504,0.7456952673670427,0.009076786623137996,0.030583438537339355,0.01237170444866008,0.0026121464400049193
"Yorba Linda, California",1175862122,B,0.4593772491798803,0.24970978019445636,0.09334029176729827,0.18199767679683218,0.011660337687594594,0.003914664373938537
"Yountville, California",1177483130,C,0.18960225290266564,0.5314238905896932,0.008116366766554178,0.08585748246893783,0.1806438561883707,0.004356151083778442
"Yreka, California",1180415990,B,0.4702750774688745,0.32706896116366135,0.04991485641855545,0.13716801371678985,0.01126530324035439,0.004307787991764718
"Yuba City, California",1179527273,C,0.37212763598536525,0.5360989372644447,0.017679085514881943,0.06322969005915481,0.007991822147645803,0.0028728290285075244
"Yucaipa, California",1178651905,C,0.30787385357710756,0.6283116412144466,0.011646267861846903,0.028616664691919553,0.020485558692568958,0.003066013962110642
"Yucca Valley, California",1178302554,C,0.292521554809637,0.37960952757470573,0.03993295324332897,0.2605931617540301,0.022886034283328634,0.004456768334969664
2020 United States census,1179894823,B,0.6490851020316499,0.07180893138986995,0.10200915152941525,0.1629036234915789,0.010130387652850901,0.004062803904634898
2010 United States census,1179393707,FA,0.1515627839335832,0.0645468006732748,0.43079800514669647,0.34050840413425854,0.009070926929142254,0.003513079183044634
"Aguilar, Colorado",1171165593,C,0.23677783357278376,0.3476935059921019,0.01606355194303891,0.3147472107032798,0.07893099603143178,0.005786901757363843
"Akron, Colorado",1170422883,C,0.24766167464368252,0.34189138622939497,0.017854142724985103,0.2509251518282298,0.13280701538680187,0.008860629186905866
"Alamosa, Colorado",1176304412,GA,0.23100195711709198,0.3461479833429868,0.03613783475646196,0.35615356492204464,0.025908311821589772,0.004650348039824926
"Alma, Colorado",1180412248,C,0.2423234615586072,0.5945273465885041,0.02007084061171458,0.07218725202241151,0.06635907542794174,0.004532023790820616
"Antonito, Colorado",1170423379,GA,0.20651846088296766,0.30313969861762885,0.01926845789065936,0.4209326952779653,0.04543244746496953,0.004708239865809104
"Arriba, Colorado",1170423476,C,0.2730856075010782,0.31787495374494457,0.009317674601429312,0.23287551808040424,0.15791808948602054,0.008928156586123078
"Arvada, Colorado",1175860777,C,0.19970749849591704,0.37828153369692424,0.03258801525251704,0.36794953513543627,0.016967370374784952,0.00450604704442077
"Aspen, Colorado",1176517313,C,0.30082814968195515,0.526302106977068,0.02702755652340822,0.13190197998523623,0.010606854330783167,0.0033333525015492057
"Ault, Colorado",1166014786,C,0.2853389450852306,0.40189159017192455,0.01377707255709039,0.19434544099987755,0.09839480024236157,0.00625215094351508
"Aurora, Colorado",1179384738,C,0.3124812618722794,0.5966059957712767,0.027215052022595256,0.0550083594896922,0.006449839376415425,0.0022394914677409724
"Avon, Colorado",1168055768,GA,0.2418556455885532,0.29501463415442253,0.01753012777317935,0.39154399561993447,0.04850547281766076,0.0055501240462496725
"Basalt, Colorado",1167819680,C,0.23319653197107595,0.4189707993408996,0.012748548237476795,0.16477716576040616,0.16406700658738924,0.006239948102752243
"Bayfield, Colorado",1180428923,C,0.22309677398163558,0.3154652995379461,0.009754027870583673,0.23202077874113694,0.21049034605002465,0.009172773818673029
"Bennett, Colorado",1179431162,C,0.20185768816713384,0.6854113245252369,0.010060674767689374,0.042794318635825807,0.056023610181726254,0.003852383722387653
"Berthoud, Colorado",1175961431,C,0.25530139347668285,0.4675927490329455,0.023265954680442045,0.23229534146072797,0.017570725705854034,0.0039738356433477165
"Bethune, Colorado",1166015600,GA,0.17683582447756607,0.2312781892192103,0.006437630592800139,0.443685399110483,0.13537379952888412,0.006389157071056302
"Black Hawk, Colorado",1180095535,GA,0.16473597040708943,0.3047359493014666,0.0419959180935431,0.47133117741647224,0.013128849104088859,0.004072135677339773
"Blanca, Colorado",1166015822,C,0.20250192403892198,0.3158241749993578,0.009423599531596482,0.30510430351548967,0.16041146939884568,0.006734528515788334
